season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
4,1,12,17,0,4,1,1,0.3,0.3182,0.45,0.1045,31,586,617
2,0,6,13,0,2,1,2,0.8,0.7273,0.43,0.2537,55,141,196
4,1,10,12,0,6,0,1,0.7,0.6515,0.54,0.1045,362,381,743
1,1,1,10,0,4,1,1,0.34,0.3485,0.81,0.1045,6,84,90
2,1,5,10,0,3,1,2,0.58,0.5455,0.83,0.1045,28,147,175
2,0,6,7,0,6,0,1,0.64,0.5909,0.78,0.1343,12,45,57
2,1,3,7,0,6,0,2,0.36,0.3485,0.87,0.1642,5,39,44
3,1,9,21,0,1,1,3,0.62,0.5758,0.83,0.2239,28,205,233
3,1,8,11,0,1,1,1,0.74,0.6970000000000001,0.66,0.19399999999999998,47,182,229
1,1,1,7,0,3,1,1,0.32,0.2879,0.42,0.3582,1,262,263
2,1,5,8,0,4,1,1,0.46,0.4545,0.67,0.3582,27,603,630
3,0,7,14,0,6,0,1,0.84,0.7121,0.2,0.0,177,215,392
4,1,9,15,0,4,1,2,0.76,0.6818,0.45,0.0,41,255,296
2,0,6,15,0,0,0,1,0.8,0.7727,0.59,0.2985,142,218,360
4,1,10,16,0,2,1,2,0.5,0.4848,0.72,0.1642,70,354,424
2,0,5,9,0,5,1,1,0.54,0.5152,0.68,0.2239,35,199,234
3,1,6,0,0,1,1,1,0.72,0.6818,0.62,0.2537,31,37,68
4,1,11,20,0,5,1,1,0.36,0.3333,0.46,0.2537,20,207,227
2,0,4,19,0,6,0,1,0.56,0.5303,0.83,0.2836,84,199,283
2,0,5,5,0,2,1,1,0.52,0.5,0.88,0.1343,0,14,14
2,1,5,15,0,6,0,1,0.72,0.6515,0.3,0.1045,356,316,672
4,0,12,19,0,0,0,1,0.26,0.2727,0.52,0.1343,5,130,135
4,1,11,0,0,2,1,1,0.32,0.3333,0.7,0.1343,3,26,29
3,0,7,10,0,3,1,1,0.78,0.6818,0.33,0.0,32,82,114
2,1,6,4,0,6,0,1,0.62,0.6212,0.57,0.0,2,6,8
1,0,2,11,0,2,1,1,0.26,0.2424,0.25,0.2537,11,46,57
2,1,4,10,0,5,1,1,0.44,0.4394,0.38,0.4179,64,172,236
4,1,9,18,0,1,1,1,0.54,0.5152,0.37,0.1642,95,758,853
4,0,10,10,0,5,1,1,0.46,0.4545,0.51,0.1642,32,106,138
3,0,6,16,0,6,0,1,0.76,0.6818,0.43,0.2985,175,235,410
3,0,6,17,0,3,1,2,0.8,0.7576,0.55,0.3881,67,462,529
4,0,12,16,0,5,1,1,0.42,0.4242,0.41,0.0896,22,254,276
2,1,4,17,0,0,0,1,0.52,0.5,0.55,0.2836,232,323,555
1,1,12,2,0,1,1,1,0.2,0.2576,0.75,0.0,0,5,5
1,0,1,7,0,4,1,2,0.16,0.2273,0.59,0.0,0,95,95
1,0,12,6,0,4,1,1,0.2,0.2576,0.59,0.0,2,39,41
3,0,9,22,0,3,1,3,0.62,0.5455,0.94,0.1642,3,26,29
3,0,7,23,0,1,1,1,0.74,0.6970000000000001,0.66,0.1642,32,59,91
2,1,5,19,0,2,1,1,0.66,0.6212,0.69,0.2239,44,320,364
1,1,3,8,0,3,1,1,0.44,0.4394,0.82,0.0,34,628,662
1,0,3,11,0,0,0,1,0.44,0.4394,0.41,0.4179,88,93,181
1,0,2,1,0,4,1,1,0.22,0.2576,0.6,0.0896,0,7,7
1,1,3,5,0,5,1,3,0.4,0.4091,0.66,0.2836,2,27,29
2,0,3,2,0,3,1,3,0.34,0.3182,0.76,0.2239,1,1,2
2,0,4,10,0,2,1,3,0.34,0.303,0.81,0.3881,3,25,28
4,1,11,1,0,5,1,1,0.32,0.3182,0.66,0.1642,5,19,24
3,0,7,15,0,6,0,1,0.9,0.8029999999999999,0.31,0.1343,113,189,302
2,1,5,1,0,1,1,2,0.52,0.5,0.77,0.19399999999999998,1,8,9
2,1,6,22,0,5,1,1,0.64,0.6212,0.53,0.1343,79,242,321
2,1,5,16,0,6,0,2,0.68,0.6364,0.65,0.3881,230,310,540
1,1,2,18,0,4,1,3,0.34,0.3333,0.87,0.1343,8,345,353
1,0,1,18,0,2,1,1,0.26,0.2576,0.48,0.19399999999999998,3,179,182
4,0,9,8,0,3,1,3,0.62,0.5455,0.94,0.2239,17,270,287
4,0,11,18,0,6,0,1,0.38,0.3939,0.46,0.1343,36,172,208
1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.19399999999999998,0,14,14
3,0,9,21,1,1,0,2,0.66,0.5909,0.94,0.2985,20,40,60
3,0,9,15,0,0,0,1,0.78,0.7576,0.66,0.2836,218,192,410
3,0,7,20,0,6,0,1,0.82,0.7424,0.43,0.1343,74,132,206
1,0,1,21,0,5,1,2,0.22,0.2273,0.75,0.1343,1,57,58
1,0,12,11,0,4,1,2,0.44,0.4394,0.77,0.0,10,135,145
4,1,9,13,0,1,1,1,0.6,0.6212,0.31,0.2985,80,248,328
2,1,5,15,0,2,1,3,0.62,0.5909,0.73,0.2537,40,94,134
3,0,8,1,0,2,1,1,0.72,0.6818,0.66,0.0,5,9,14
1,0,2,4,0,6,0,1,0.12,0.1667,0.74,0.0896,0,4,4
4,0,11,18,0,2,1,3,0.44,0.4394,1.0,0.0,0,148,148
1,1,12,5,0,1,1,1,0.16,0.1515,0.64,0.19399999999999998,0,9,9
2,0,5,12,0,2,1,3,0.56,0.5303,0.83,0.4179,38,115,153
1,1,2,5,0,4,1,1,0.2,0.1818,0.75,0.2836,0,18,18
2,1,6,4,0,6,0,1,0.54,0.5152,0.68,0.2836,2,11,13
2,1,4,21,0,0,0,3,0.36,0.3333,0.87,0.3881,0,11,11
2,1,4,5,1,1,0,1,0.54,0.5152,0.77,0.2239,4,34,38
1,1,1,15,0,2,1,1,0.16,0.1212,0.37,0.4179,9,68,77
3,0,9,23,0,6,0,2,0.62,0.5606,0.88,0.0,32,107,139
1,0,3,15,0,3,1,2,0.36,0.3333,0.71,0.2985,15,64,79
3,1,7,20,0,0,0,1,0.76,0.7273,0.7,0.0896,79,206,285
3,1,7,13,0,2,1,1,0.92,0.8182,0.31,0.19399999999999998,53,168,221
2,1,4,18,0,5,1,1,0.54,0.5152,0.26,0.1343,107,564,671
1,0,2,23,0,6,0,1,0.28,0.2576,0.75,0.2836,5,29,34
3,1,9,19,0,4,1,1,0.58,0.5455,0.6,0.2239,69,534,603
3,1,7,12,0,5,1,3,0.68,0.6364,0.83,0.1642,41,233,274
2,1,3,4,0,6,0,1,0.52,0.5,0.83,0.0896,1,6,7
4,0,11,19,0,6,0,1,0.34,0.3636,0.53,0.0,45,159,204
1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0.0,0,17,17
2,0,5,4,0,0,0,1,0.4,0.4091,0.76,0.1045,6,11,17
2,1,5,5,0,6,0,1,0.56,0.5303,0.88,0.0896,8,14,22
1,0,1,23,0,1,1,2,0.16,0.19699999999999998,0.64,0.0896,2,15,17
3,0,7,15,0,4,1,1,0.76,0.6667,0.33,0.2985,42,138,180
2,0,5,13,0,6,0,1,0.7,0.6364,0.45,0.0,191,271,462
1,1,3,12,0,6,0,1,0.3,0.2727,0.33,0.3284,88,241,329
4,0,10,15,0,4,1,1,0.58,0.5455,0.46,0.1343,62,157,219
3,0,8,6,0,3,1,3,0.72,0.6818,0.66,0.4925,9,101,110
4,0,11,18,0,6,0,1,0.42,0.4242,0.58,0.19399999999999998,53,150,203
2,0,5,17,0,0,0,3,0.58,0.5455,0.49,0.2836,106,245,351
2,1,5,1,0,4,1,2,0.46,0.4545,0.88,0.1045,9,15,24
2,0,5,1,0,3,1,3,0.58,0.5455,0.83,0.19399999999999998,6,2,8
3,1,9,11,0,2,1,1,0.64,0.6212,0.33,0.0896,60,187,247
3,1,8,14,0,5,1,1,0.86,0.2424,0.34,0.4179,128,200,328
2,1,5,17,0,3,1,1,0.72,0.6667,0.51,0.19399999999999998,104,769,873
2,1,5,19,0,4,1,1,0.64,0.6212,0.31,0.19399999999999998,86,451,537
3,0,9,22,0,4,1,2,0.66,0.6212,0.57,0.2239,34,145,179
4,0,12,18,0,1,1,1,0.3,0.3182,0.56,0.0896,8,349,357
3,0,8,18,0,2,1,2,0.86,0.7576,0.34,0.19399999999999998,65,491,556
2,0,4,13,0,5,1,1,0.56,0.5303,0.37,0.2985,74,234,308
3,0,8,16,0,5,1,1,0.82,0.7121,0.28,0.0,68,266,334
3,0,8,17,0,4,1,1,0.72,0.7121,0.84,0.0,28,284,312
1,1,12,17,0,5,1,2,0.26,0.2273,0.56,0.3284,24,297,321
2,1,5,21,0,0,0,3,0.66,0.6212,0.69,0.4179,64,79,143
3,1,7,3,0,4,1,1,0.64,0.6061,0.69,0.1045,0,10,10
4,1,11,6,1,4,0,1,0.26,0.2727,0.7,0.1045,2,15,17
3,0,9,12,0,0,0,1,0.76,0.7273,0.66,0.1642,214,221,435
2,1,4,8,0,2,1,1,0.38,0.3939,0.62,0.1343,22,670,692
4,1,10,17,0,2,1,1,0.68,0.6364,0.41,0.0,67,871,938
3,1,8,4,0,4,1,1,0.66,0.6061,0.83,0.0,0,9,9
1,1,3,11,0,6,0,1,0.3,0.2727,0.33,0.3284,56,218,274
2,0,4,1,0,2,1,1,0.46,0.4545,0.63,0.2239,5,2,7
1,0,2,1,0,3,1,3,0.22,0.2273,0.93,0.19399999999999998,0,3,3
4,1,10,0,0,2,1,1,0.46,0.4545,0.63,0.3881,3,45,48
3,0,7,3,0,2,1,1,0.72,0.6818,0.7,0.1642,2,1,3
3,1,8,9,0,2,1,1,0.64,0.6061,0.69,0.0,47,281,328
1,0,1,17,0,6,0,1,0.24,0.2879,0.6,0.0,9,82,91
2,0,6,6,0,3,1,1,0.5,0.4848,0.63,0.2537,11,110,121
3,0,7,9,0,2,1,2,0.8,0.7879,0.63,0.1343,22,177,199
1,1,3,12,0,3,1,2,0.64,0.6212,0.29,0.0,55,212,267
4,0,10,3,0,4,1,1,0.44,0.4394,0.67,0.2239,1,4,5
2,1,6,3,0,2,1,3,0.5,0.4848,0.82,0.19399999999999998,0,5,5
4,0,9,17,0,5,1,2,0.6,0.5,1.0,0.0,13,86,99
1,1,2,0,0,6,0,1,0.34,0.3333,0.42,0.1642,5,81,86
2,0,6,4,0,6,0,1,0.52,0.5,0.59,0.0896,4,11,15
1,1,3,19,0,5,1,2,0.46,0.4545,0.88,0.0,23,273,296
1,1,1,5,0,3,1,1,0.34,0.2879,0.46,0.5224,0,29,29
4,1,11,4,0,0,0,1,0.32,0.3333,0.81,0.1045,5,6,11
2,1,4,14,0,6,0,1,0.5,0.4848,0.22,0.2985,326,252,578
4,0,10,22,0,3,1,2,0.48,0.4697,0.88,0.0896,23,112,135
4,1,9,7,0,6,0,1,0.48,0.4697,0.67,0.2836,12,61,73
2,0,4,17,0,0,0,1,0.66,0.6212,0.65,0.2985,142,189,331
4,1,10,16,0,4,1,1,0.7,0.6515,0.54,0.2836,86,411,497
3,0,9,18,0,1,1,2,0.56,0.5303,0.68,0.1343,56,484,540
1,1,12,2,0,0,0,2,0.26,0.2424,0.56,0.2836,0,19,19
1,1,2,12,0,3,1,1,0.44,0.4394,0.54,0.1045,26,153,179
4,0,11,19,0,0,0,1,0.5,0.4848,0.29,0.3582,36,121,157
2,0,4,1,0,1,1,1,0.54,0.5152,1.0,0.0896,2,8,10
1,0,2,4,0,6,0,1,0.4,0.4091,0.15,0.3284,0,3,3
2,1,4,20,0,1,1,2,0.52,0.5,0.59,0.19399999999999998,28,281,309
1,0,1,10,0,6,0,1,0.18,0.19699999999999998,0.59,0.1642,2,57,59
2,1,5,2,0,3,1,1,0.56,0.5303,0.83,0.0,7,9,16
3,1,8,1,0,6,0,1,0.72,0.7121,0.84,0.19399999999999998,23,99,122
4,0,11,21,0,3,1,1,0.38,0.3939,0.71,0.1343,13,155,168
3,0,6,23,0,4,1,1,0.7,0.6667,0.74,0.2836,15,90,105
4,1,10,9,0,0,0,2,0.5,0.4848,0.55,0.4179,124,206,330
3,0,9,4,1,1,0,2,0.68,0.6364,0.69,0.2836,3,5,8
2,0,4,6,0,4,1,2,0.64,0.5909,0.78,0.4627,7,79,86
1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29
3,0,7,18,0,4,1,1,0.9,0.8939,0.5,0.2836,39,343,382
1,0,3,15,0,2,1,2,0.36,0.3788,0.18,0.0,35,77,112
1,0,3,18,0,1,1,1,0.32,0.303,0.31,0.2239,19,214,233
4,0,9,8,0,4,1,1,0.6,0.5606,0.83,0.0,29,402,431
4,1,10,12,0,1,1,1,0.58,0.5455,0.35,0.0,52,231,283
4,1,10,14,0,0,0,1,0.56,0.5303,0.35,0.19399999999999998,235,405,640
4,1,10,0,0,6,0,1,0.46,0.4545,0.82,0.1343,13,110,123
1,1,2,17,0,3,1,3,0.24,0.2576,0.87,0.1045,8,147,155
1,1,3,12,0,0,0,1,0.4,0.4091,0.37,0.2985,146,264,410
2,1,4,8,0,2,1,1,0.6,0.6212,0.43,0.2239,42,631,673
3,0,8,5,0,3,1,1,0.54,0.5152,0.83,0.0896,2,25,27
1,0,2,5,0,1,1,1,0.32,0.303,0.53,0.2836,0,3,3
4,0,10,21,0,1,1,2,0.36,0.3485,0.76,0.19399999999999998,7,109,116
1,0,3,5,0,2,1,1,0.24,0.2273,0.75,0.19399999999999998,0,11,11
1,0,12,17,0,6,0,1,0.42,0.4242,0.54,0.19399999999999998,28,101,129
1,1,2,4,0,6,0,3,0.24,0.2273,0.87,0.2239,0,4,4
1,1,3,22,0,0,0,1,0.4,0.4091,0.54,0.19399999999999998,13,81,94
4,0,12,2,0,1,1,1,0.2,0.2576,0.69,0.0,0,4,4
1,0,3,21,0,6,0,1,0.38,0.3939,0.62,0.0,36,46,82
3,0,7,10,0,4,1,2,0.82,0.8636,0.71,0.2239,31,47,78
2,1,4,4,0,2,1,1,0.34,0.3333,0.71,0.1343,0,2,2
2,1,3,15,0,3,1,2,0.62,0.6212,0.41,0.2985,47,152,199
3,1,7,4,0,4,1,1,0.64,0.6061,0.73,0.1045,0,5,5
3,0,8,16,0,6,0,3,0.64,0.5758,0.89,0.5224,10,14,24
1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118
2,0,5,18,0,0,0,1,0.72,0.6970000000000001,0.74,0.2836,151,177,328
2,0,6,15,0,0,0,2,0.74,0.6818,0.55,0.1045,146,216,362
2,1,5,19,0,2,1,1,0.7,0.6515,0.54,0.1343,58,429,487
1,0,12,16,0,0,0,1,0.36,0.3636,0.57,0.1045,35,51,86
3,0,7,18,0,0,0,1,0.86,0.7879,0.41,0.2836,91,213,304
1,1,1,10,0,3,1,1,0.06,0.1061,0.45,0.0,7,57,64
4,1,12,20,0,3,1,1,0.34,0.303,0.46,0.3881,19,274,293
1,0,2,18,0,1,1,1,0.4,0.4091,0.4,0.6119,11,194,205
4,1,11,22,0,3,1,1,0.28,0.2727,0.45,0.1642,6,148,154
3,1,8,15,0,0,0,3,0.64,0.5758,0.89,0.2836,132,259,391
1,0,3,9,0,3,1,2,0.32,0.3333,0.93,0.1343,10,144,154
4,1,10,0,0,0,0,1,0.44,0.4394,0.54,0.1642,35,119,154
2,1,6,22,0,3,1,1,0.62,0.6212,0.5,0.2985,29,209,238
3,0,8,14,0,5,1,1,0.8,0.6970000000000001,0.29,0.19399999999999998,51,135,186
3,0,8,16,0,1,1,1,0.72,0.6515,0.42,0.1642,56,226,282
3,0,8,10,0,6,0,2,0.74,0.6970000000000001,0.7,0.2836,91,199,290
2,0,5,22,0,6,0,1,0.66,0.6061,0.78,0.2239,46,115,161
2,0,4,23,0,0,0,3,0.54,0.5152,1.0,0.0896,5,37,42
4,1,11,20,0,0,0,1,0.24,0.2879,0.6,0.0,9,110,119
2,1,3,12,0,0,0,2,0.4,0.4091,0.94,0.2239,122,238,360
1,1,3,9,0,5,1,2,0.42,0.4242,0.82,0.0,35,277,312
2,0,6,16,0,6,0,2,0.8,0.7273,0.46,0.19399999999999998,169,225,394
3,1,8,17,0,5,1,1,0.88,0.7727,0.32,0.1642,129,488,617
2,0,6,10,0,4,1,2,0.66,0.6212,0.61,0.2537,18,103,121
4,0,11,17,0,4,1,1,0.32,0.2879,0.42,0.3881,20,379,399
4,1,12,19,0,0,0,2,0.4,0.4091,0.82,0.19399999999999998,16,158,174
2,1,4,15,0,5,1,1,0.5,0.4848,0.27,0.2836,218,319,537
4,1,11,20,0,4,1,1,0.34,0.3485,0.61,0.1045,23,262,285
4,0,9,21,0,0,0,1,0.62,0.5455,0.94,0.0896,24,113,137
3,1,8,10,0,5,1,1,0.76,0.7121,0.62,0.0896,59,197,256
3,1,8,8,0,5,1,1,0.68,0.2424,0.65,0.1343,43,625,668
1,0,3,12,0,2,1,2,0.36,0.3788,0.23,0.0,29,70,99
3,0,8,13,0,2,1,1,0.72,0.6515,0.3,0.1045,70,164,234
1,1,1,9,0,4,1,2,0.22,0.2727,0.69,0.0,7,220,227
3,0,9,1,0,0,0,1,0.66,0.6061,0.83,0.1343,37,38,75
4,1,9,18,0,2,1,1,0.64,0.6212,0.41,0.2239,64,758,822
2,1,6,0,0,2,1,1,0.54,0.5152,0.68,0.4179,6,28,34
1,0,3,2,0,0,0,1,0.3,0.2879,0.52,0.2836,6,24,30
1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32
2,1,4,5,0,0,0,1,0.5,0.4848,0.68,0.1642,4,6,10
4,0,10,8,0,1,1,2,0.28,0.3182,0.87,0.0,17,355,372
4,1,10,1,0,3,1,2,0.62,0.5455,0.94,0.0,3,16,19
3,1,9,8,0,6,0,1,0.6,0.5909,0.73,0.2985,21,197,218
3,1,7,3,0,4,1,1,0.72,0.6818,0.7,0.1045,1,4,5
2,0,6,3,0,6,0,1,0.68,0.6364,0.83,0.0896,10,18,28
2,0,6,9,0,5,1,1,0.7,0.6515,0.58,0.19399999999999998,28,196,224
2,1,4,21,0,0,0,1,0.62,0.6212,0.57,0.2537,76,153,229
3,0,6,9,0,4,1,2,0.74,0.6970000000000001,0.7,0.1343,33,194,227
1,0,12,18,0,5,1,1,0.36,0.3485,0.62,0.1343,19,163,182
2,1,6,3,0,0,0,1,0.64,0.6061,0.73,0.1045,6,23,29
4,0,11,20,1,5,0,1,0.32,0.3182,0.39,0.19399999999999998,12,97,109
1,1,3,17,0,5,1,3,0.36,0.3485,0.81,0.2239,5,123,128
1,1,2,8,0,4,1,1,0.34,0.3333,0.87,0.19399999999999998,11,549,560
4,1,10,7,0,0,0,1,0.4,0.4091,0.62,0.0,13,43,56
1,1,3,12,0,5,1,1,0.4,0.4091,0.43,0.1642,40,194,234
1,1,12,13,0,4,1,1,0.3,0.2727,0.49,0.4627,19,99,118
4,0,10,3,0,6,0,1,0.46,0.4545,0.59,0.4179,8,17,25
3,0,9,9,0,5,1,1,0.46,0.4545,0.55,0.2537,21,189,210
3,0,6,13,0,0,0,1,0.74,0.6515,0.4,0.0,197,245,442
1,1,12,2,0,3,1,2,0.26,0.2273,0.65,0.2985,0,1,1
3,1,8,23,0,5,1,2,0.68,0.6364,0.69,0.0896,38,140,178
1,1,3,8,0,2,1,1,0.46,0.4545,0.82,0.2836,22,571,593
3,1,9,12,0,6,0,1,0.72,0.6667,0.54,0.2985,228,460,688
2,1,4,15,0,1,1,2,0.52,0.5,0.55,0.1045,55,176,231
3,0,8,0,0,3,1,1,0.62,0.6212,0.57,0.1343,9,29,38
4,0,11,19,0,3,1,1,0.44,0.4394,0.72,0.1045,12,292,304
1,1,12,11,0,0,0,1,0.24,0.2273,0.52,0.19399999999999998,48,104,152
2,1,4,16,0,6,0,1,0.7,0.6364,0.42,0.3284,267,372,639
2,1,5,13,0,3,1,1,0.7,0.6515,0.51,0.0,53,236,289
2,0,5,2,0,0,0,1,0.48,0.4697,0.63,0.0,17,42,59
2,1,4,1,0,2,1,1,0.42,0.4242,0.5,0.2239,0,9,9
1,1,2,15,0,0,0,2,0.3,0.2879,0.56,0.2537,55,217,272
1,1,12,21,0,1,1,1,0.26,0.2576,0.6,0.1642,7,83,90
3,1,8,17,0,6,0,3,0.74,0.6970000000000001,0.66,0.3582,220,292,512
1,1,3,20,0,5,1,2,0.36,0.3485,0.87,0.19399999999999998,7,93,100
1,0,1,16,0,1,1,1,0.26,0.2424,0.3,0.2537,9,67,76
3,0,9,16,0,3,1,1,0.76,0.6970000000000001,0.52,0.2836,36,241,277
4,1,10,13,0,3,1,2,0.54,0.5152,0.49,0.1343,73,237,310
3,0,6,4,0,5,1,1,0.66,0.6061,0.83,0.0896,1,8,9
2,0,5,6,0,6,0,1,0.5,0.4848,0.82,0.1343,6,22,28
3,0,7,0,0,5,1,1,0.62,0.5909,0.73,0.2239,23,57,80
4,0,11,18,1,4,0,1,0.42,0.4242,0.5,0.0896,13,24,37
2,0,3,8,0,1,1,2,0.3,0.2727,0.87,0.4179,3,95,98
3,0,8,16,0,3,1,1,0.76,0.6970000000000001,0.52,0.4179,49,222,271
2,1,6,2,0,4,1,2,0.62,0.6212,0.53,0.2537,1,8,9
4,0,11,13,0,2,1,1,0.54,0.5152,0.49,0.1642,31,165,196
3,0,7,21,0,4,1,1,0.78,0.7576,0.66,0.2836,31,165,196
1,0,3,12,0,6,0,1,0.34,0.3182,0.53,0.2836,51,107,158
4,0,12,5,0,1,1,1,0.16,0.2273,0.8,0.0,0,21,21
3,1,7,8,0,3,1,2,0.68,0.6364,0.79,0.1642,30,644,674
3,1,7,6,0,4,1,1,0.64,0.6061,0.73,0.0896,7,171,178
2,1,6,8,0,4,1,1,0.52,0.5,0.77,0.0,20,661,681
2,1,4,20,0,1,1,1,0.46,0.4545,0.31,0.1642,48,281,329
2,0,5,3,0,2,1,1,0.54,0.5152,0.83,0.2836,0,2,2
1,0,1,3,0,5,1,2,0.2,0.2273,0.75,0.1045,1,0,1
4,1,10,17,0,5,1,1,0.7,0.6364,0.42,0.1642,158,742,900
2,0,4,20,0,3,1,1,0.46,0.4545,0.51,0.2239,15,126,141
3,0,7,17,0,0,0,1,0.9,0.8333,0.39,0.1045,75,174,249
1,0,3,2,0,2,1,1,0.24,0.2424,0.52,0.1343,1,0,1
1,1,3,22,0,4,1,1,0.38,0.3939,0.5,0.2537,3,123,126
1,1,1,6,0,1,1,1,0.22,0.2121,0.44,0.2537,0,80,80
4,0,9,12,0,4,1,1,0.66,0.6212,0.61,0.1642,38,157,195
2,0,6,21,0,6,0,1,0.66,0.6212,0.74,0.2239,76,144,220
2,1,4,4,0,4,1,1,0.3,0.2879,0.61,0.2239,0,1,1
1,1,2,12,0,2,1,1,0.36,0.3485,0.34,0.1343,19,164,183
1,1,12,15,1,2,0,1,0.36,0.3333,0.5,0.2537,51,56,107
3,1,7,1,0,2,1,1,0.72,0.6667,0.58,0.0,5,9,14
1,1,1,2,0,4,1,1,0.2,0.2273,0.51,0.0896,0,4,4
3,1,8,22,0,2,1,1,0.72,0.6818,0.66,0.0896,28,161,189
2,0,6,15,0,3,1,1,0.9,0.8333,0.39,0.2985,25,127,152
4,1,10,16,0,0,0,3,0.48,0.4697,0.67,0.4627,42,251,293
4,0,11,20,0,3,1,1,0.44,0.4394,0.77,0.0,18,201,219
3,0,9,4,0,0,0,1,0.6,0.5606,0.83,0.1343,3,6,9
2,0,4,20,0,4,1,1,0.58,0.5455,0.43,0.2239,49,220,269
3,0,7,15,0,3,1,3,0.64,0.5606,0.94,0.1343,13,33,46
3,1,9,1,0,3,1,1,0.7,0.6667,0.84,0.19399999999999998,2,11,13
2,1,5,14,0,5,1,1,0.74,0.6818,0.58,0.1343,104,263,367
4,1,11,8,1,1,0,1,0.42,0.4242,0.82,0.1642,50,490,540
4,1,11,0,0,6,0,1,0.34,0.3333,0.53,0.1642,9,99,108
3,0,8,11,0,1,1,1,0.66,0.6212,0.47,0.1642,38,100,138
1,1,1,16,0,6,0,1,0.42,0.4242,0.44,0.3582,131,276,407
3,1,7,2,0,1,1,2,0.74,0.6667,0.51,0.2537,1,14,15
1,1,1,5,0,3,1,1,0.26,0.2424,0.7,0.2836,0,33,33
3,1,8,3,0,1,1,1,0.6,0.5455,0.88,0.1045,0,3,3
3,0,6,1,0,5,1,1,0.66,0.6061,0.83,0.3284,8,20,28
1,1,1,13,0,5,1,1,0.22,0.2121,0.32,0.2985,12,144,156
2,0,6,10,0,1,1,2,0.6,0.5758,0.78,0.2537,33,58,91
1,0,2,23,0,1,1,1,0.32,0.2879,0.49,0.4925,1,19,20
3,1,9,10,0,6,0,2,0.78,0.7273,0.55,0.19399999999999998,128,289,417
2,1,4,18,0,4,1,1,0.5,0.4848,0.31,0.1045,80,618,698
2,1,4,8,0,3,1,3,0.5,0.4848,0.39,0.19399999999999998,25,551,576
3,0,7,6,0,4,1,1,0.6,0.6061,0.6,0.2239,14,116,130
4,1,11,4,0,6,0,2,0.32,0.303,0.49,0.2985,8,8,16
4,1,10,21,0,5,1,2,0.54,0.5152,0.77,0.1343,40,252,292
1,1,1,11,0,2,1,1,0.18,0.1364,0.37,0.5224,12,63,75
4,0,12,11,0,0,0,1,0.34,0.3333,0.81,0.1642,48,206,254
1,1,1,2,0,4,1,3,0.36,0.3485,0.93,0.2537,1,1,2
2,0,6,21,0,5,1,1,0.64,0.6212,0.29,0.1045,51,196,247
1,1,2,8,0,2,1,1,0.2,0.2273,0.69,0.0896,5,459,464
2,1,5,2,0,4,1,2,0.46,0.4545,0.88,0.1343,4,13,17
2,1,5,18,0,6,0,2,0.76,0.6970000000000001,0.52,0.19399999999999998,199,216,415
3,1,7,0,0,2,1,1,0.72,0.6667,0.54,0.0,9,44,53
2,1,4,20,0,2,1,1,0.56,0.5303,0.24,0.1343,54,325,379
4,0,12,12,0,6,0,1,0.36,0.3788,0.5,0.0,78,280,358
1,0,2,13,0,0,0,1,0.34,0.3333,0.29,0.0,76,122,198
1,0,2,18,0,6,0,1,0.34,0.3333,0.46,0.19399999999999998,26,111,137
4,0,10,17,0,1,1,1,0.56,0.5303,0.64,0.1343,80,540,620
1,0,3,1,0,0,0,1,0.32,0.2879,0.53,0.3582,2,22,24
2,0,3,16,0,0,0,1,0.34,0.3333,0.34,0.0,45,98,143
3,1,7,11,0,0,0,1,0.82,0.7727,0.52,0.1642,170,281,451
2,0,4,19,0,2,1,1,0.36,0.3333,0.43,0.2985,12,148,160
2,0,5,21,0,0,0,1,0.62,0.5909,0.73,0.19399999999999998,27,109,136
2,0,6,12,0,1,1,1,0.76,0.6667,0.37,0.1642,25,128,153
4,1,10,19,0,0,0,1,0.5,0.4848,0.42,0.1642,50,216,266
3,1,7,9,0,5,1,1,0.82,0.7273,0.36,0.1343,55,249,304
2,1,4,2,0,1,1,2,0.32,0.303,0.87,0.3284,1,3,4
1,0,2,9,0,6,0,1,0.16,0.1818,0.64,0.1343,5,38,43
2,1,3,3,0,5,1,1,0.52,0.5,0.88,0.1045,4,6,10
1,0,12,17,0,6,0,1,0.28,0.2879,0.45,0.1343,15,53,68
4,0,9,0,0,0,0,2,0.6,0.5455,0.88,0.0,37,136,173
1,1,12,9,0,5,1,2,0.24,0.2121,0.6,0.2836,18,173,191
4,0,10,11,0,6,0,1,0.56,0.5303,0.4,0.3881,153,221,374
2,1,3,9,0,6,0,2,0.4,0.4091,0.76,0.19399999999999998,62,161,223
2,1,6,1,0,1,1,1,0.54,0.5152,0.77,0.2239,9,5,14
4,0,10,4,0,5,1,1,0.36,0.3485,0.71,0.1642,0,6,6
1,0,1,4,0,2,1,1,0.14,0.1667,0.74,0.1045,0,1,1
3,1,7,13,0,3,1,2,0.8,0.7121,0.42,0.1642,65,208,273
4,1,12,12,0,3,1,1,0.4,0.4091,0.54,0.2836,33,203,236
